*Node, 
0,0,0,0.25,1,1,
1,.010,0,0.25,0,0,
2,.020,0,0.25,0,0,
3,.00,-.010,0.25,1,0,
4,.010,-.010,0.25,0,0,
5,.020,-.010,0.25,0,0,
6,.005,-.005,0.25,0,0,
7,.015,-.005,0.25,0,0,
8,.025,-.005,0.25,0,0,
*Element,
0,0,1,0.001128379167095,2003000000,
1,1,2,0.001128379167095,2003000000,
2,2,8,0.001128379167095,2003000000,
3,8,5,0.001128379167095,2003000000,
4,5,4,0.001128379167095,2003000000,
5,4,3,0.001128379167095,2003000000,
6,3,6,0.001128379167095,2003000000,
7,6,0,0.001128379167095,2003000000,
8,6,1,0.001128379167095,2003000000,
9,6,4,0.001128379167095,2003000000,
10,1,4,0.001128379167095,2003000000,
11,1,7,0.001128379167095,2003000000,
12,4,7,0.001128379167095,2003000000,
13,7,2,0.001128379167095,2003000000,
14,7,5,0.001128379167095,2003000000,
15,2,5,0.001128379167095,2003000000
